task,kind,size,run,num_iter,cycles,instructions,task_clock
coalesce,verified,4k,34,10000,20972909.0,87108612.0,3.71
coalesce,verified,4k,35,10000,21268889.0,87111460.0,3.77
coalesce,verified,4k,36,10000,21029588.0,87113622.0,3.72
coalesce,verified,4k,37,10000,20943853.0,87116851.0,3.71
coalesce,verified,4k,38,10000,20965055.0,87111983.0,3.71
coalesce,verified,4k,39,10000,21374418.0,87112004.0,3.79
coalesce,verified,4k,40,10000,21136586.0,87111907.0,3.74
coalesce,verified,4k,41,10000,21055160.0,87108008.0,3.73
coalesce,verified,4k,42,10000,20976844.0,87113678.0,3.72
coalesce,verified,4k,43,10000,20939374.0,87107284.0,3.71
coalesce,verified,4k,44,10000,20993720.0,87112185.0,3.72
coalesce,verified,4k,45,10000,21049655.0,87122628.0,3.88
coalesce,verified,4k,46,10000,20971085.0,87114890.0,3.7
coalesce,verified,4k,47,10000,21066807.0,87110885.0,3.72
coalesce,verified,4k,48,10000,21020553.0,87111273.0,3.72
coalesce,verified,4k,49,10000,21008441.0,87111694.0,3.72
coalesce,verified,4k,50,10000,20981273.0,87117347.0,3.72
coalesce,original,8k,1,10000,7236205.0,17812915.0,1.28
coalesce,original,8k,2,10000,7245219.0,17808334.0,1.29
coalesce,original,8k,3,10000,7187578.0,17811971.0,1.27
coalesce,original,8k,4,10000,7213516.0,17815004.0,1.28
coalesce,original,8k,5,10000,7170628.0,17808962.0,1.27
coalesce,original,8k,6,10000,7204622.0,17809955.0,1.27
coalesce,original,8k,7,10000,7169590.0,17809919.0,1.27
coalesce,original,8k,8,10000,7245826.0,17806610.0,1.28
coalesce,original,8k,9,10000,7196716.0,17809160.0,1.27
coalesce,original,8k,10,10000,7221593.0,17808185.0,1.28
coalesce,original,8k,11,10000,7175153.0,17809179.0,1.27
coalesce,original,8k,12,10000,7217744.0,17810714.0,1.28
coalesce,original,8k,13,10000,7197400.0,17813024.0,1.27
coalesce,original,8k,14,10000,7270354.0,17812052.0,1.28
coalesce,original,8k,15,10000,7204531.0,17808561.0,1.27
coalesce,original,8k,16,10000,7245084.0,17807754.0,1.28
coalesce,original,8k,17,10000,7239303.0,17808079.0,1.28
coalesce,original,8k,18,10000,7209588.0,17809510.0,1.28
coalesce,original,8k,19,10000,7200491.0,17808891.0,1.28
coalesce,original,8k,20,10000,7210637.0,17815892.0,1.28
coalesce,original,8k,21,10000,7223122.0,17811425.0,1.28
coalesce,original,8k,22,10000,7240952.0,17811995.0,1.28
coalesce,original,8k,23,10000,7225756.0,17811541.0,1.28
coalesce,original,8k,24,10000,7235364.0,17809893.0,1.29
coalesce,original,8k,25,10000,7363779.0,17811328.0,1.3
coalesce,original,8k,26,10000,7233011.0,17807819.0,1.28
coalesce,original,8k,27,10000,7201753.0,17806934.0,1.27
coalesce,original,8k,28,10000,7213404.0,17814646.0,1.28
coalesce,original,8k,29,10000,7175143.0,17808253.0,1.27
coalesce,original,8k,30,10000,7202964.0,17809661.0,1.27
coalesce,original,8k,31,10000,7188374.0,17812419.0,1.28
coalesce,original,8k,32,10000,7209117.0,17808001.0,1.28
coalesce,original,8k,33,10000,7173929.0,17812222.0,1.27
coalesce,original,8k,34,10000,7255749.0,17810737.0,1.29
coalesce,original,8k,35,10000,7188285.0,17811138.0,1.27
coalesce,original,8k,36,10000,7254637.0,17811892.0,1.29
coalesce,original,8k,37,10000,7175577.0,17811070.0,1.27
coalesce,original,8k,38,10000,7225265.0,17809908.0,1.28
coalesce,original,8k,39,10000,7216854.0,17810544.0,1.28
coalesce,original,8k,40,10000,7301411.0,17807030.0,1.29
coalesce,original,8k,41,10000,7175853.0,17809820.0,1.27
coalesce,original,8k,42,10000,7235665.0,17810765.0,1.28
coalesce,original,8k,43,10000,7186855.0,17809197.0,1.27
coalesce,original,8k,44,10000,7217307.0,17810454.0,1.28
coalesce,original,8k,45,10000,7230067.0,17809455.0,1.28
coalesce,original,8k,46,10000,7229349.0,17810244.0,1.28
coalesce,original,8k,47,10000,7159060.0,17810066.0,1.27
coalesce,original,8k,48,10000,7199331.0,17814628.0,1.28
coalesce,original,8k,49,10000,7172733.0,17811176.0,1.27
coalesce,original,8k,50,10000,7579322.0,17812030.0,1.34
coalesce,verified,8k,1,10000,12489228.0,53523328.0,2.22
coalesce,verified,8k,2,10000,12420762.0,53517154.0,2.2
coalesce,verified,8k,3,10000,12419946.0,53524874.0,2.2
coalesce,verified,8k,4,10000,12394701.0,53520757.0,2.19
coalesce,verified,8k,5,10000,12317179.0,53515587.0,2.19
coalesce,verified,8k,6,10000,12347807.0,53519532.0,2.19
coalesce,verified,8k,7,10000,12341780.0,53517153.0,2.19
coalesce,verified,8k,8,10000,12406517.0,53516915.0,2.2
coalesce,verified,8k,9,10000,12426007.0,53523687.0,2.2
coalesce,verified,8k,10,10000,12359727.0,53519641.0,2.19
coalesce,verified,8k,11,10000,12390454.0,53519038.0,2.2
coalesce,verified,8k,12,10000,12384243.0,53517193.0,2.19
coalesce,verified,8k,13,10000,12340496.0,53518905.0,2.19
coalesce,verified,8k,14,10000,12448435.0,53518388.0,2.21
coalesce,verified,8k,15,10000,12414678.0,53514826.0,2.2
coalesce,verified,8k,16,10000,12416362.0,53516567.0,2.2
coalesce,verified,8k,17,10000,12416908.0,53521370.0,2.2
coalesce,verified,8k,18,10000,12437891.0,53521383.0,2.21
coalesce,verified,8k,19,10000,12417356.0,53521486.0,2.2
coalesce,verified,8k,20,10000,12403697.0,53524149.0,2.2
coalesce,verified,8k,21,10000,12338535.0,53518476.0,2.19
coalesce,verified,8k,22,10000,12403904.0,53516233.0,2.2
coalesce,verified,8k,23,10000,12379921.0,53517370.0,2.2
coalesce,verified,8k,24,10000,12446086.0,53521993.0,2.2
coalesce,verified,8k,25,10000,12362003.0,53521846.0,2.19
coalesce,verified,8k,26,10000,12368845.0,53519517.0,2.19
coalesce,verified,8k,27,10000,12386495.0,53518527.0,2.19
coalesce,verified,8k,28,10000,12394940.0,53519608.0,2.2
coalesce,verified,8k,29,10000,12379580.0,53517483.0,2.19
coalesce,verified,8k,30,10000,12431670.0,53517163.0,2.21
coalesce,verified,8k,31,10000,12414595.0,53514117.0,2.2
coalesce,verified,8k,32,10000,12407872.0,53518372.0,2.2
coalesce,verified,8k,33,10000,12333031.0,53524350.0,2.19
coalesce,verified,8k,34,10000,12348827.0,53520594.0,2.19
coalesce,verified,8k,35,10000,12419722.0,53519587.0,2.21
coalesce,verified,8k,36,10000,12387578.0,53518942.0,2.19
coalesce,verified,8k,37,10000,12369531.0,53516694.0,2.2
coalesce,verified,8k,38,10000,12388126.0,53514621.0,2.2
coalesce,verified,8k,39,10000,12393048.0,53518350.0,2.2
coalesce,verified,8k,40,10000,12394957.0,53518333.0,2.2
coalesce,verified,8k,41,10000,12376163.0,53521362.0,2.19
coalesce,verified,8k,42,10000,12397290.0,53518799.0,2.2
coalesce,verified,8k,43,10000,12453432.0,53526091.0,2.21
coalesce,verified,8k,44,10000,12355555.0,53522295.0,2.19
coalesce,verified,8k,45,10000,12401891.0,53515297.0,2.2
coalesce,verified,8k,46,10000,12435138.0,53519427.0,2.2
coalesce,verified,8k,47,10000,12346448.0,53514898.0,2.2
coalesce,verified,8k,48,10000,12356069.0,53520776.0,2.19
coalesce,verified,8k,49,10000,12392367.0,53519718.0,2.2
coalesce,verified,8k,50,10000,12307861.0,53520586.0,2.18
